name,gender,birth_date,birth_country,country,country_code,discipline,discipline_code,residence_country,height_m/ft
LIPILIN Pavel,Male,1999-07-11,Kazakhstan,Kazakhstan,KAZ,Water Polo,WPO,Kazakhstan,NA
LIPPERT Liane,Female,1998-01-13,Germany,Germany,GER,Cycling Road,CRD,Germany,1.68/5'6''
LIPTAK Jiri,Male,1982-03-30,Czech Republic,Czech Republic,CZE,Shooting,SHO,Czech Republic,1.92/6'3''
LIRA Luana,Female,1996-03-05,Brazil,Brazil,BRA,Diving,DIV,Brazil,NA
LISEK Piotr,Male,1992-08-16,Poland,Poland,POL,Athletics,ATH,Poland,NA
LISI Veronica,Female,1987-10-06,Italy,Italy,ITA,Rowing,ROW,NA,NA
LISOWSKA Aleksandra,Female,1990-12-12,NA,Poland,POL,Athletics,ATH,NA,NA
LISTUNOVA Viktoriia,Female,2005-05-12,NA,ROC,ROC,Artistic Gymnastics,GAR,Russian Federation,NA
LITA BAEHRE Bo Kanda,Male,1999-04-29,Germany,Germany,GER,Athletics,ATH,NA,NA
LITANIUK Valeriy,Male,1994-04-02,NA,Ukraine,UKR,Athletics,ATH,Ukraine,NA
LITCHFIELD Joe,Male,1998-07-08,Great Britain,Great Britain,GBR,Swimming,SWM,NA,NA
LITCHFIELD Max,Male,1995-03-04,Great Britain,Great Britain,GBR,Swimming,SWM,Great Britain,NA
LITHERLAND Jay,Male,1995-08-24,Japan,United States of America,USA,Swimming,SWM,NA,NA
LITI David Andrew,Male,1996-07-11,New Zealand,New Zealand,NZL,Weightlifting,WLF,New Zealand,NA
LITTLE Kim,NA,NA,NA,Great Britain,GBR,NA,FBL,NA,NA
LITTLE Mackenzie,Female,1996-12-22,United States of America,Australia,AUS,Athletics,ATH,Australia,NA
LITVIN Mikhail,Male,1996-01-05,Kazakhstan,Kazakhstan,KAZ,Athletics,ATH,Kazakhstan,NA
LITVINAU Uladzislau,Male,2000-01-07,NA,Belarus,BLR,Canoe Sprint,CSP,NA,1.82/5'11''
LITVINCHUK Maryna,Female,1988-03-12,NA,Belarus,BLR,Canoe Sprint,CSP,NA,1.78/5'10''
LITVINOV David,Male,1993-09-23,NA,Israel,ISR,Weightlifting,WLF,NA,NA
LITVINOVICH Ivan,Male,2001-06-26,Belarus,Belarus,BLR,Trampoline Gymnastics,GTR,Belarus,1.70/5'6''
LIU Dang,Male,1989-08-17,NA,People's Republic of China,CHN,Rowing,ROW,NA,NA
LIU Hao,Male,1993-09-06,NA,People's Republic of China,CHN,Canoe Sprint,CSP,NA,1.82/5'11''
LIU Hong,Female,1987-05-12,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,People's Republic of China,NA
LIU Jia,Female,1982-02-16,People's Republic of China,Austria,AUT,Table Tennis,TTE,NA,NA
LIU Jiali,Female,1994-04-06,People's Republic of China,People's Republic of China,CHN,Cycling Track,CTR,People's Republic of China,NA
LIU Jinchao,Female,1994-11-22,People's Republic of China,People's Republic of China,CHN,Rowing,ROW,NA,NA
LIU Jing,Female,1998-04-28,NA,People's Republic of China,CHN,Football,FBL,People's Republic of China,1.63/5'4''
LIU Juan,Female,1985-02-14,People's Republic of China,United States of America,USA,Table Tennis,TTE,United States of America,NA
LIU Lingling,Female,1994-11-08,People's Republic of China,People's Republic of China,CHN,Trampoline Gymnastics,GTR,People's Republic of China,1.65/5'4''
LIU Meng,Female,1995-12-17,NA,People's Republic of China,CHN,Hockey,HOC,NA,NA
LIU Minghu,Male,1998-07-28,People's Republic of China,People's Republic of China,CHN,Wrestling,WRE,NA,NA
LIU Shiwen,Female,1991-04-12,People's Republic of China,People's Republic of China,CHN,Table Tennis,TTE,People's Republic of China,NA
LIU Shiying,Female,1993-09-24,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,People's Republic of China,NA
LIU Wei-Ting,Male,1995-01-06,Chinese Taipei,Chinese Taipei,TPE,Taekwondo,TKW,Chinese Taipei,NA
LIU Xiaoqian,Female,1996-02-16,People's Republic of China,People's Republic of China,CHN,Rugby Sevens,RUG,People's Republic of China,1.60/5'2''
LIU Xiaotong,Female,1990-02-16,People's Republic of China,People's Republic of China,CHN,Volleyball,VVO,People's Republic of China,1.88/6'2''
LIU Xiaoxin,Female,1997-07-24,NA,People's Republic of China,CHN,Rowing,ROW,NA,NA
LIU Xin,Female,1999-10-12,People's Republic of China,People's Republic of China,CHN,Rhythmic Gymnastics,GRY,NA,NA
LIU Yang,Male,1994-09-10,People's Republic of China,People's Republic of China,CHN,Artistic Gymnastics,GAR,People's Republic of China,1.62/5'3''
LIU Yanhan,Female,1993-01-19,People's Republic of China,People's Republic of China,CHN,Volleyball,VVO,People's Republic of China,1.88/6'2''
LIU Yaxin,Female,1999-06-16,People's Republic of China,People's Republic of China,CHN,Swimming,SWM,NA,NA
LIU Yu Chen,Male,1995-07-25,People's Republic of China,People's Republic of China,CHN,Badminton,BDM,People's Republic of China,NA
LIU Yuan,Female,1985-09-07,NA,Austria,AUT,Table Tennis,TTE,Austria,NA
LIU Zhiyu,Male,1993-01-05,People's Republic of China,People's Republic of China,CHN,Rowing,ROW,People's Republic of China,NA
LIUKKONEN Ari-Pekka,Male,1989-02-09,Finland,Finland,FIN,Swimming,SWM,Finland,NA
LIVACH Oksana,Female,1997-05-14,Ukraine,Ukraine,UKR,Wrestling,WRE,Ukraine,NA
LKHAGVASUREN Otgonbaatar,Male,1993-01-20,Mongolia,Mongolia,MGL,Judo,JUD,NA,NA
LKHAGVASUREN Sosorbaram,Female,2001-03-22,NA,Mongolia,MGL,Judo,JUD,Mongolia,NA
LLAVADOR Carlos,Male,1992-04-26,Spain,Spain,ESP,Fencing,FEN,Italy,NA
LLEONART BLANCO Xavier,Male,1990-06-22,Spain,Spain,ESP,Hockey,HOC,Spain,1.85/6'0''
LLORENTE David,Male,1996-12-16,Spain,Spain,ESP,Canoe Slalom,CSL,NA,NA
LLOYD Carli,Female,1982-07-16,United States of America,United States of America,USA,Football,FBL,NA,1.72/5'7''
LLOYD Joella,Female,2002-04-12,Antigua and Barbuda,Antigua and Barbuda,ANT,Athletics,ATH,United States of America,NA
LLOYD Tess,Female,1995-06-19,Australia,Australia,AUS,Sailing,SAL,Australia,NA
LLULL Sergio,Male,1987-11-15,Spain,Spain,ESP,Basketball,BKB,Spain,1.92/6'3''
LO Chia-Ling,Female,2001-10-08,NA,Chinese Taipei,TPE,Taekwondo,TKW,NA,NA
LO Maodo,Male,1992-12-31,Germany,Germany,GER,Basketball,BKB,Germany,1.92/6'3''
LO Ryan,Male,1997-02-26,NA,Singapore,SGP,Sailing,SAL,NA,NA
LOACH Colleen,Female,1983-04-10,Canada,Canada,CAN,Equestrian,EQU,Canada,NA
LOBANOVSKIJ Maxim,Male,1996-01-18,NA,Hungary,HUN,Swimming,SWM,NA,NA
LOBE Ricarda,Female,1994-04-13,NA,Germany,GER,Athletics,ATH,NA,NA
LOBNIG Magdalena,Female,1990-07-19,Austria,Austria,AUT,Rowing,ROW,Austria,1.80/5'10''
LOBO Joaquim,Male,1995-01-06,Mozambique,Mozambique,MOZ,Canoe Sprint,CSP,Portugal,1.75/5'8''
LOBODA Kinga,Female,1996-06-11,Poland,Poland,POL,Sailing,SAL,NA,1.72/5'7''
LOCHOWSKA Joanna,Female,1988-11-17,Poland,Poland,POL,Weightlifting,WLF,Poland,1.58/5'2''
LODADIO Marco,Male,1992-03-24,Italy,Italy,ITA,Artistic Gymnastics,GAR,Italy,1.60/5'2''
LODO Matteo,Male,1994-10-25,Italy,Italy,ITA,Rowing,ROW,Italy,1.96/6'5''
LOE Olivia,Female,1992-01-15,NA,New Zealand,NZL,Rowing,ROW,New Zealand,NA
LOEUILLETTE Stephanie,Female,1992-07-27,France,France,FRA,Table Tennis,TTE,NA,1.68/5'6''
LOEW Andreas,Male,1982-01-19,Germany,Germany,GER,Shooting,SHO,NA,1.75/5'8''
LOEWEN Eduard,Male,1997-01-28,Germany,Germany,GER,Football,FBL,NA,1.88/6'2''
LOEYNING Ingeborg,Female,2000-09-13,NA,Norway,NOR,Swimming,SWM,NA,NA
LOFORTE Kevin,Male,1997-02-27,Mozambique,Mozambique,MOZ,Judo,JUD,Mozambique,NA
LOGARZO Chloe,Female,1994-12-22,Australia,Australia,AUS,Football,FBL,NA,1.66/5'5''
LOGOFATU Elena,Female,1997-04-30,Romania,Romania,ROU,Rowing,ROW,NA,1.75/5'8''
LOGUNOVA Anastasiia,Female,1990-07-20,Russian Federation,ROC,ROC,3x3 Basketball,BK3,Russian Federation,1.92/6'3''
LOGUTENKOVA Inna,Female,1986-10-19,Ukraine,Ukraine,UKR,Equestrian,EQU,Belgium,NA
LOH Kean Yew,Male,1997-06-26,Malaysia,Singapore,SGP,Badminton,BDM,NA,NA
LOHALITH Anjelina Nadai,Female,1995-01-01,South Sudan,EOR,EOR,Athletics,ATH,NA,NA
LOHVYNENKO Alina,Female,1990-07-18,Ukraine,Ukraine,UKR,Athletics,ATH,Ukraine,NA
LOIV Janika,Female,1989-11-28,NA,Estonia,EST,Cycling Mountain Bike,MTB,NA,1.58/5'2''
LOKHANOV Konstantin,Male,1998-11-10,Kazakhstan,ROC,ROC,Fencing,FEN,Russian Federation,NA
LOKKEN Zachary,Male,1994-03-25,United States of America,United States of America,USA,Canoe Slalom,CSL,NA,NA
LOKORO Paulo Amotun,Male,1992-01-01,NA,EOR,EOR,Athletics,ATH,NA,NA
LOKTEV Denis,Male,2000-04-06,Israel,Israel,ISR,Swimming,SWM,Israel,NA
LOMACZ Grzegorz,Male,1987-10-01,Poland,Poland,POL,Volleyball,VVO,NA,1.87/6'1''
LOMBARDO Manuel,Male,1998-12-04,Italy,Italy,ITA,Judo,JUD,Italy,NA
LOMNICKY Marcel,Male,1987-07-06,Slovakia,Slovakia,SVK,Athletics,ATH,Slovakia,NA
LONCAR Luka,Male,1987-06-26,Croatia,Croatia,CRO,Water Polo,WPO,Croatia,1.95/6'4''
LONDON Wilbert,Male,1997-08-17,United States of America,United States of America,USA,Athletics,ATH,United States of America,1.80/5'10''
LONG Hurly,Male,1995-07-21,Germany,Germany,GER,Golf,GLF,NA,1.80/5'10''
LONG Jia,Female,1998-08-29,People's Republic of China,People's Republic of China,CHN,Wrestling,WRE,NA,NA
LONG Xiaoqing,Female,1997-02-27,NA,People's Republic of China,CHN,Archery,ARC,NA,NA
LONGAN Amanda,Female,1997-01-16,NA,United States of America,USA,Water Polo,WPO,United States of America,1.88/6'2''
LONGBOTTOM Maurice,Male,1995-01-30,Australia,Australia,AUS,Rugby Sevens,RUG,Australia,1.68/5'6''
LONGHI Giulia,Female,1993-01-17,Italy,Italy,ITA,Baseball/Softball,BSB,Italy,1.65/5'4''
LONGO Annalie,Female,1991-07-01,New Zealand,New Zealand,NZL,Football,FBL,Australia,1.58/5'2''
LONGO BORGHINI Elisa,Female,1991-12-10,Italy,Italy,ITA,Cycling Road,CRD,Italy,NA
LOO Phay Xing,Male,1997-09-28,Malaysia,Malaysia,MAS,Artistic Gymnastics,GAR,NA,1.65/5'4''
LOOSER Vera,Female,1993-10-28,Namibia,Namibia,"NAM",Cycling Road,CRD,Switzerland,NA
LOPAS Jack,Male,1998-10-05,NA,New Zealand,NZL,Rowing,ROW,NA,NA
LOPES Gabriel,Male,1997-05-15,Portugal,Portugal,POR,Swimming,SWM,Portugal,NA
LOPES Jose,Male,2000-10-16,Portugal,Portugal,POR,Swimming,SWM,Portugal,NA
LOPES Vittoria,Female,1996-03-15,Brazil,Brazil,BRA,Triathlon,TRI,United States of America,NA
LOPEZ Arlen,Male,1993-02-21,Cuba,Cuba,CUB,Boxing,BOX,NA,NA
LOPEZ Brayan,Male,1997-06-20,Dominican Republic,Italy,ITA,Athletics,ATH,Italy,NA
LOPEZ FERRER Ana Gabriela,Female,1994-09-22,Mexico,Mexico,MEX,Weightlifting,WLF,Mexico,1.55/5'1''
LOPEZ Gaby,Female,1993-11-09,Mexico,Mexico,MEX,Golf,GLF,NA,1.66/5'5''
LOPEZ GARCIA Maria,Female,1990-02-16,Spain,Spain,ESP,Hockey,HOC,Spain,1.70/5'6''
LOPEZ HERRERO Marta,Female,1990-02-04,Spain,Spain,ESP,Handball,HBL,NA,1.69/5'6''
LOPEZ Jack,Male,1992-12-16,Puerto Rico,United States of America,USA,Baseball/Softball,BSB,NA,1.78/5'10''
LOPEZ Jesus Tonatiu,Male,1997-08-02,Mexico,Mexico,MEX,Athletics,ATH,Mexico,NA
LOPEZ JIMENEZ Soledad,Female,1992-04-04,Spain,Spain,ESP,Handball,HBL,Spain,1.62/5'3''
LOPEZ Juan Martin,Male,1985-05-27,Argentina,Argentina,ARG,Hockey,HOC,NA,NA
LOPEZ MARRA Iago,Male,1990-04-07,Spain,Spain,ESP,Sailing,SAL,NA,1.81/5'11''
LOPEZ Miguel Angel,Male,1988-07-03,Spain,Spain,ESP,Athletics,ATH,Spain,NA
LOPEZ NUNEZ Mijain,Male,1982-08-20,Cuba,Cuba,CUB,Wrestling,WRE,Cuba,NA
LOPEZ PINEDO Daniel,Male,1980-07-16,Spain,Spain,ESP,Water Polo,WPO,NA,1.90/6'2''
LOPEZ Yessenia,Female,1990-10-20,NA,Chile,CHI,Football,FBL,NA,1.61/5'3''
LOPEZ Yulisa,Female,1993-09-10,Guatemala,Guatemala,GUA,Rowing,ROW,NA,NA
LOPEZ-AROSTEGUI Xabi,Male,1997-05-19,Spain,Spain,ESP,Basketball,BKB,NA,2.01/6'7''
LORENZ Nike,Female,1997-03-12,Germany,Germany,GER,Hockey,HOC,NA,1.70/5'6''
LORINCZ Tamas,Male,1986-12-20,Hungary,Hungary,HUN,Wrestling,WRE,Hungary,NA
LORINCZ Viktor,Male,1990-04-28,Hungary,Hungary,HUN,Wrestling,WRE,Hungary,NA
LORONA Vladimir,Male,1998-11-16,Mexico,Mexico,MEX,Football,FBL,Mexico,1.80/5'10''
LOS Urszula,Female,1994-02-18,NA,Poland,POL,Cycling Track,CTR,NA,1.68/5'6''
LOSCHIAVO Brandon,Male,1997-05-31,United States of America,United States of America,USA,Diving,DIV,United States of America,1.68/5'6''
LOSER Agustin,Male,1997-10-12,Argentina,Argentina,ARG,Volleyball,VVO,Argentina,1.93/6'3''
LOSEV Ivan,Male,1986-01-26,Ukraine,Ukraine,UKR,Athletics,ATH,Ukraine,NA
LOSIAK Bartosz,Male,1992-05-14,Poland,Poland,POL,Beach Volleyball,VBV,NA,1.91/6'3''
LOSOS de MUNIZ Yvonne,Female,1967-09-08,Nigeria,Dominican Republic,DOM,Equestrian,EQU,United States of America,NA
LOTFY Giana,Female,1994-12-10,NA,Egypt,EGY,Karate,KTE,Egypt,NA
LOUATI Yacine,Male,1992-03-04,France,France,FRA,Volleyball,VVO,NA,1.98/6'5''
LOVETT Django,Male,1992-07-06,Canada,Canada,CAN,Athletics,ATH,Canada,NA
LOVETT Eddie,Male,1992-06-25,United States of America,"Virgin Islands, US",ISV,Athletics,ATH,NA,NA
LOW Rui Qi Cecilia,Female,1991-04-01,Singapore,Singapore,SGP,Sailing,SAL,Singapore,NA
LOWENGART Assaf,Male,1998-03-01,Israel,Israel,ISR,Baseball/Softball,BSB,NA,1.85/6'0''
LOWRY Shane,Male,1987-04-02,Ireland,Ireland,IRL,Golf,GLF,United States of America,1.85/6'0''
LOYD Jewell,Female,1993-10-05,NA,United States of America,USA,Basketball,BKB,NA,1.75/5'8''
LOYO Elena,Female,1983-01-11,Spain,Spain,ESP,Athletics,ATH,Spain,NA
LOZADA-CABBAGE Sabrina,Female,1997-01-03,United States of America,Puerto Rico,PUR,Basketball,BKB,United States of America,1.87/6'1''
LU Shao-Chuan,Male,1997-03-24,Chinese Taipei,Chinese Taipei,TPE,Shooting,SHO,Chinese Taipei,1.65/5'4''
LU Shiyu,Female,1999-02-03,NA,People's Republic of China,CHN,Rowing,ROW,NA,NA
LU Tongjuan,Female,1990-03-10,People's Republic of China,People's Republic of China,CHN,Judo,JUD,NA,NA
LU Yen-Hsun,Male,1983-08-14,Chinese Taipei,Chinese Taipei,TPE,Tennis,TEN,NA,1.80/5'10''
LU Yiwen,Female,1996-05-16,People's Republic of China,People's Republic of China,CHN,Water Polo,WPO,NA,1.81/5'11''
LU Yufei,Female,2000-03-28,People's Republic of China,People's Republic of China,CHN,Artistic Gymnastics,GAR,NA,NA
LU Yunxiu,Female,1996-09-06,People's Republic of China,People's Republic of China,CHN,Sailing,SAL,People's Republic of China,NA
LUBANDJI Ochumba,Female,2001-07-01,Zambia,Zambia,ZAM,Football,FBL,NA,1.73/5'8''
LUBECK Christian,Male,1991-04-23,NA,Denmark,DEN,Sailing,SAL,Denmark,1.85/6'0''
LUCAO,Male,2001-02-26,NA,Brazil,BRA,Football,FBL,NA,1.90/6'2''
LUCAR JAIMES Jose Maria,Male,1992-09-11,Peru,Peru,PER,Boxing,BOX,NA,1.83/6'0''
LUCENA Nicholas,Male,1979-09-22,United States of America,United States of America,USA,Beach Volleyball,VBV,United States of America,1.85/6'0''
LUCENTI Emmanuel,Male,1984-11-23,Argentina,Argentina,ARG,Judo,JUD,Argentina,NA
LUCKENKEMPER Gina,Female,1996-11-21,Germany,Germany,GER,Athletics,ATH,Germany,NA
LUCZ Dora,Female,1994-09-26,NA,Hungary,HUN,Canoe Sprint,CSP,NA,1.71/5'7''
LUCZAK Grace,Female,1989-05-24,United States of America,United States of America,USA,Rowing,ROW,NA,1.91/6'3''
LUDMILA,Female,1994-12-01,Brazil,Brazil,BRA,Football,FBL,NA,1.63/5'4''
LUDRICK RIVAS Sema Nancy,Female,1999-12-21,Nicaragua,Nicaragua,NCA,Weightlifting,WLF,NA,NA
LUDWIG Cecilie Uttrup,Female,1995-08-23,Denmark,Denmark,DEN,Cycling Road,CRD,NA,1.68/5'6''
LUDWIG Hannah,Female,2000-02-15,Germany,Germany,GER,Cycling Road,CRD,NA,1.65/5'4''
LUDWIG Laura,Female,1986-01-13,Germany,Germany,GER,Beach Volleyball,VBV,Germany,1.80/5'10''
LUDWIG Matt,Male,1996-07-05,NA,United States of America,USA,Athletics,ATH,United States of America,NA
LUECKEN Robert,Male,1985-04-30,Netherlands,Netherlands,NED,Rowing,ROW,NA,1.99/6'6''
LUIK Aivi,Female,1985-03-18,Australia,Australia,AUS,Football,FBL,Spain,1.66/5'5''
LUIS Vincent,Male,1989-06-27,France,France,FRA,Triathlon,TRI,NA,NA
LUKACS Viktoria,Female,1995-10-31,Hungary,Hungary,HUN,Handball,HBL,Hungary,1.68/5'6''
LUKAN Kaili,Female,1994-06-28,NA,Canada,CAN,Rugby Sevens,RUG,NA,1.77/5'9''
LUKAN Klara,Female,2000-09-08,NA,Slovenia,SLO,Athletics,ATH,NA,NA
LUKANTSOV Evgenii,NA,NA,NA,ROC,ROC,NA,CSP,NA,NA
LUKE Dennick,Male,2001-01-28,NA,Dominique,DMA,Athletics,ATH,NA,NA
LUKUDO Raphaela Boaheng,Female,1994-07-29,Italy,Italy,ITA,Athletics,ATH,NA,NA
LUNATTI Emma,Female,1998-07-03,France,France,FRA,Rowing,ROW,NA,1.77/5'9''
LUNDE Katrine,Female,1980-03-30,Norway,Norway,NOR,Handball,HBL,Norway,1.80/5'10''
LUNDSTROM Mathilda,Female,1996-12-20,Sweden,Sweden,SWE,Handball,HBL,Sweden,1.64/5'4''
LUNEV Ruslan,Male,1989-07-25,Azerbaijan,Azerbaijan,AZE,Shooting,SHO,Azerbaijan,NA
LUNGU Ireen,Female,1997-10-06,Zambia,Zambia,ZAM,Football,FBL,NA,1.52/4'11''
LUO Guiping,Female,1993-04-20,People's Republic of China,People's Republic of China,CHN,Football,FBL,People's Republic of China,1.68/5'6''
LUO Na,Female,1993-10-08,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,People's Republic of China,NA
LUO Shuai,Male,1997-04-16,NA,People's Republic of China,CHN,Modern Pentathlon,MPN,People's Republic of China,NA
LUO Tiantian,Female,1995-07-12,NA,People's Republic of China,CHN,Hockey,HOC,NA,NA
LUO Yadong,Male,1992-01-15,NA,People's Republic of China,CHN,Athletics,ATH,NA,NA
LUONG Thi Thao,Female,1999-05-11,NA,Vietnam,VIE,Rowing,ROW,NA,NA
LUONGO Stefano,Male,1990-01-05,Italy,Italy,ITA,Water Polo,WPO,NA,1.84/6'0''
LUPO Daniele,Male,1991-05-06,Italy,Italy,ITA,Beach Volleyball,VBV,Italy,1.93/6'3''
LUSENAKA Joy,Female,1991-02-25,Kenya,Kenya,KEN,Volleyball,VVO,Kenya,1.77/5'9''
LUSHINA Daria,Female,1996-11-01,Russian Federation,ROC,ROC,Rugby Sevens,RUG,Russian Federation,1.68/5'6''
LUTFILLAEV Sharafuddin,Male,1990-09-09,NA,Uzbekistan,UZB,Judo,JUD,Uzbekistan,NA
LUTSENKO Alexey,Male,1992-09-07,Kazakhstan,Kazakhstan,KAZ,Cycling Road,CRD,NA,NA
LUTZ Tina,Female,1990-10-25,Germany,Germany,GER,Sailing,SAL,Austria,1.69/5'6''
LUWAWU CABARROT Timothe,Male,1995-05-09,France,France,FRA,Basketball,BKB,NA,1.98/6'5''
LUYPAERT Loick Fanny A,Male,1991-08-19,NA,Belgium,BEL,Hockey,HOC,NA,NA
LUZAN Liudmyla,Female,1997-03-27,NA,Ukraine,UKR,Canoe Sprint,CSP,NA,1.77/5'9''
LUZAN Yelyzaveta,Female,2003-03-14,Ukraine,Azerbaijan,AZE,Rhythmic Gymnastics,GRY,Azerbaijan,1.56/5'1''
LUZOLO Maryse,Female,1995-03-15,Germany,Germany,GER,Athletics,ATH,Germany,NA
LYDEMENT Matthew Ryan,Male,1994-01-15,NA,Australia,AUS,Weightlifting,WLF,United States of America,NA
LYE Joey,Female,1987-05-04,Canada,Canada,CAN,Baseball/Softball,BSB,United States of America,1.60/5'2''
LYLE Adrienne,Female,1985-01-02,United States of America,United States of America,USA,Equestrian,EQU,United States of America,NA
LYLES Noah,Male,1997-07-18,United States of America,United States of America,USA,Athletics,ATH,United States of America,NA
LYNCH Rachael Anne,Female,1986-07-02,Australia,Australia,AUS,Hockey,HOC,Australia,NA
LYSENKO Anna,Female,1991-12-22,NA,Ukraine,UKR,Boxing,BOX,Ukraine,NA
LYSKUN Sofiia,Female,2002-02-07,Ukraine,Ukraine,UKR,Diving,DIV,Ukraine,1.65/5'4''
LYU Huihui,Female,1989-06-26,People's Republic of China,People's Republic of China,CHN,Athletics,ATH,People's Republic of China,NA
LYU Xiaojun,Male,1984-07-27,People's Republic of China,People's Republic of China,CHN,Weightlifting,WLF,People's Republic of China,NA
LYU Yang,Female,1993-11-26,People's Republic of China,People's Republic of China,CHN,Rowing,ROW,NA,NA
MA Long,Male,1988-10-20,People's Republic of China,People's Republic of China,CHN,Table Tennis,TTE,People's Republic of China,NA
MA Qing,Female,1992-08-24,NA,People's Republic of China,CHN,Canoe Sprint,CSP,NA,1.73/5'8''
MA Segeon,Male,1994-01-24,NA,Republic of Korea,KOR,Fencing,FEN,NA,NA
MA Zhenzhao,Female,1998-04-24,People's Republic of China,People's Republic of China,CHN,Judo,JUD,NA,NA
MAAFI Lamjed,Male,2001-03-19,NA,Tunisia,TUN,Wrestling,WRE,Tunisia,NA
MAAR Stephen Timothy,Male,1994-12-06,Canada,Canada,CAN,Volleyball,VVO,Italy,2.01/6'7''
MAARTENS Meghan,Female,1999-04-08,NA,South Africa,RSA,Water Polo,WPO,South Africa,NA
MABILISO Sibusiso,Male,1999-04-14,South Africa,South Africa,RSA,Football,FBL,NA,1.75/5'8''
Mac ALLISTER Alexis,Male,1998-12-24,Argentina,Argentina,ARG,Football,FBL,NA,1.76/5'9''
MACAN Marko,Male,1993-04-26,Croatia,Croatia,CRO,Water Polo,WPO,Croatia,1.95/6'4''
MACARIO Catarina,Female,1999-10-04,NA,United States of America,USA,Football,FBL,NA,1.65/5'4''
MACAROL Veronika,Female,1987-03-28,Slovenia,Slovenia,SLO,Sailing,SAL,Slovenia,1.78/5'10''
MACAULAY Victoria,Female,1990-08-07,United States of America,Nigeria,NGR,Basketball,BKB,NA,1.93/6'3''
MACCARI Sofia,Female,1984-07-03,NA,Argentina,ARG,Hockey,HOC,NA,NA
MACDONALD Matt,Male,1999-03-15,NA,New Zealand,NZL,Rowing,ROW,NA,NA
MACEDO Rafael,Male,1994-08-15,Brazil,Brazil,BRA,Judo,JUD,NA,NA
MACFARLANE Eve,Female,1992-09-27,New Zealand,New Zealand,NZL,Rowing,ROW,NA,NA
MACH Angelika,Female,1991-09-07,NA,Poland,POL,Athletics,ATH,Poland,NA
MACHAC Tomas,Male,2000-10-13,Czech Republic,Czech Republic,CZE,Tennis,TEN,NA,1.84/6'0''
MACHADO Juliana,Female,1994-11-06,Angola,Angola,ANG,Handball,HBL,Angola,1.72/5'7''
MACHADO Keno,Male,2000-07-11,Brazil,Brazil,BRA,Boxing,BOX,Brazil,NA
MACHAVA Creve Armando,Male,1996-02-08,Mozambique,Mozambique,MOZ,Athletics,ATH,Germany,NA
MACHAVA Maria,Female,2004-08-17,NA,Mozambique,MOZ,Sailing,SAL,NA,1.27/4'1''
MACHEKIN Artsiom,Male,1991-01-20,Latvia,Belarus,BLR,Swimming,SWM,United States of America,NA
MACHIDA Koki,Male,1997-08-25,Japan,Japan,JPN,Football,FBL,NA,1.90/6'2''
MACHIDA Rui,Female,1993-03-08,Japan,Japan,JPN,Basketball,BKB,NA,1.62/5'3''
MACIAS Daniela,Female,1997-10-09,Peru,Peru,PER,Badminton,BDM,NA,NA
MACIAS Tommy,Male,1993-01-20,Sweden,Sweden,SWE,Judo,JUD,Denmark,NA
MACIEL Leonel Carlos Sergio,Male,1989-01-04,Argentina,Argentina,ARG,Handball,HBL,Spain,1.92/6'3''
MACIVER Sandy,Female,1998-06-18,NA,Great Britain,GBR,Football,FBL,NA,1.76/5'9''
MACKENZIE Oceania,Female,2002-07-11,NA,Australia,AUS,Sport Climbing,CLB,NA,1.73/5'8''
MACKIEWICZ Andrew,Male,1995-12-12,NA,United States of America,USA,Fencing,FEN,United States of America,NA
MACKINTOSH Thomas,Male,1997-01-30,NA,New Zealand,NZL,Rowing,ROW,New Zealand,NA
MACKOVIC Martin,Male,1995-09-04,NA,Serbia,SRB,Rowing,ROW,Serbia,NA
MACLEAN Heather,Female,1995-08-31,United States of America,United States of America,USA,Athletics,ATH,United States of America,NA
MACLENNAN Rosannagh,Female,1988-08-28,Canada,Canada,CAN,Trampoline Gymnastics,GTR,Canada,1.58/5'2''
MACLEOD Nicola,Female,1997-05-14,South Africa,South Africa,RSA,Water Polo,WPO,South Africa,NA
MACNEIL Margaret,Female,2000-02-26,People's Republic of China,Canada,CAN,Swimming,SWM,Canada,NA
MADARASZ Dora,Female,1993-09-03,Hungary,Hungary,HUN,Table Tennis,TTE,NA,NA
MADARASZ Viktoria,Female,1985-05-12,Hungary,Hungary,HUN,Athletics,ATH,Hungary,NA
MADARI PALLIYALIL Jabir,Male,1996-06-08,India,India,IND,Athletics,ATH,India,NA
MADDALENA Sagen,Female,1993-08-16,United States of America,United States of America,USA,Shooting,SHO,NA,1.63/5'4''
MADDEN Cicely,Female,1995-03-28,NA,United States of America,USA,Rowing,ROW,NA,1.78/5'10''
MADDEN Paige,Female,1998-10-22,NA,United States of America,USA,Swimming,SWM,NA,NA
MADDOCKS Charne,Female,1998-06-10,South Africa,South Africa,RSA,Hockey,HOC,NA,NA
MADERA DELGADO Andres Eduardo,Male,1988-06-06,NA,Venezuela,VEN,Karate,KTE,NA,NA
